"binxs","binys","binfreq","BinSize","BinningType"
19.5,51.5,31,"1 X 1 Unit","Standard"
19.5,53.5,36,"1 X 1 Unit","Standard"
19.5,55.5,41,"1 X 1 Unit","Standard"
19.5,57.5,37,"1 X 1 Unit","Standard"
19.5,59.5,34,"1 X 1 Unit","Standard"
19.5,61.5,43,"1 X 1 Unit","Standard"
19.5,63.5,34,"1 X 1 Unit","Standard"
19.5,65.5,46,"1 X 1 Unit","Standard"
19.5,67.5,50,"1 X 1 Unit","Standard"
19.5,69.5,46,"1 X 1 Unit","Standard"
19.5,71.5,41,"1 X 1 Unit","Standard"
19.5,73.5,34,"1 X 1 Unit","Standard"
19.5,75.5,43,"1 X 1 Unit","Standard"
19.5,77.5,43,"1 X 1 Unit","Standard"
19.5,79.5,29,"1 X 1 Unit","Standard"
19.5,81.5,50,"1 X 1 Unit","Standard"
19.5,83.5,43,"1 X 1 Unit","Standard"
19.5,85.5,37,"1 X 1 Unit","Standard"
19.5,87.5,37,"1 X 1 Unit","Standard"
19.5,89.5,47,"1 X 1 Unit","Standard"
19.5,91.5,42,"1 X 1 Unit","Standard"
19.5,93.5,43,"1 X 1 Unit","Standard"
19.5,95.5,37,"1 X 1 Unit","Standard"
19.5,97.5,41,"1 X 1 Unit","Standard"
19.5,99.5,21,"1 X 1 Unit","Standard"
21.5,0.5,12,"1 X 1 Unit","Standard"
21.5,1.5,47,"1 X 1 Unit","Standard"
21.5,3.5,39,"1 X 1 Unit","Standard"
21.5,5.5,49,"1 X 1 Unit","Standard"
21.5,7.5,43,"1 X 1 Unit","Standard"
21.5,9.5,43,"1 X 1 Unit","Standard"
21.5,11.5,40,"1 X 1 Unit","Standard"
21.5,13.5,39,"1 X 1 Unit","Standard"
21.5,15.5,47,"1 X 1 Unit","Standard"
21.5,17.5,36,"1 X 1 Unit","Standard"
21.5,19.5,41,"1 X 1 Unit","Standard"
21.5,21.5,39,"1 X 1 Unit","Standard"
21.5,23.5,54,"1 X 1 Unit","Standard"
21.5,25.5,60,"1 X 1 Unit","Standard"
21.5,27.5,37,"1 X 1 Unit","Standard"
21.5,29.5,55,"1 X 1 Unit","Standard"
21.5,31.5,33,"1 X 1 Unit","Standard"
21.5,33.5,22,"1 X 1 Unit","Standard"
21.5,35.5,36,"1 X 1 Unit","Standard"
21.5,37.5,35,"1 X 1 Unit","Standard"
21.5,39.5,32,"1 X 1 Unit","Standard"
21.5,41.5,35,"1 X 1 Unit","Standard"
21.5,43.5,35,"1 X 1 Unit","Standard"
21.5,45.5,47,"1 X 1 Unit","Standard"
21.5,47.5,47,"1 X 1 Unit","Standard"
21.5,49.5,35,"1 X 1 Unit","Standard"
21.5,51.5,45,"1 X 1 Unit","Standard"
21.5,53.5,33,"1 X 1 Unit","Standard"
21.5,55.5,38,"1 X 1 Unit","Standard"
21.5,57.5,41,"1 X 1 Unit","Standard"
21.5,59.5,37,"1 X 1 Unit","Standard"
21.5,61.5,42,"1 X 1 Unit","Standard"
21.5,63.5,50,"1 X 1 Unit","Standard"
21.5,65.5,31,"1 X 1 Unit","Standard"
21.5,67.5,51,"1 X 1 Unit","Standard"
21.5,69.5,27,"1 X 1 Unit","Standard"
21.5,71.5,31,"1 X 1 Unit","Standard"
21.5,73.5,37,"1 X 1 Unit","Standard"
21.5,75.5,40,"1 X 1 Unit","Standard"
21.5,77.5,42,"1 X 1 Unit","Standard"
21.5,79.5,30,"1 X 1 Unit","Standard"
21.5,81.5,39,"1 X 1 Unit","Standard"
21.5,83.5,39,"1 X 1 Unit","Standard"
21.5,85.5,42,"1 X 1 Unit","Standard"
21.5,87.5,39,"1 X 1 Unit","Standard"
21.5,89.5,33,"1 X 1 Unit","Standard"
21.5,91.5,42,"1 X 1 Unit","Standard"
21.5,93.5,34,"1 X 1 Unit","Standard"
21.5,95.5,27,"1 X 1 Unit","Standard"
21.5,97.5,51,"1 X 1 Unit","Standard"
21.5,99.5,14,"1 X 1 Unit","Standard"
23.5,0.5,20,"1 X 1 Unit","Standard"
23.5,1.5,45,"1 X 1 Unit","Standard"
23.5,3.5,38,"1 X 1 Unit","Standard"
23.5,5.5,42,"1 X 1 Unit","Standard"
23.5,7.5,38,"1 X 1 Unit","Standard"
23.5,9.5,33,"1 X 1 Unit","Standard"
23.5,11.5,44,"1 X 1 Unit","Standard"
23.5,13.5,40,"1 X 1 Unit","Standard"
23.5,15.5,37,"1 X 1 Unit","Standard"
23.5,17.5,31,"1 X 1 Unit","Standard"
23.5,19.5,38,"1 X 1 Unit","Standard"
23.5,21.5,35,"1 X 1 Unit","Standard"
23.5,23.5,31,"1 X 1 Unit","Standard"
23.5,25.5,41,"1 X 1 Unit","Standard"
23.5,27.5,34,"1 X 1 Unit","Standard"
23.5,29.5,37,"1 X 1 Unit","Standard"
23.5,31.5,46,"1 X 1 Unit","Standard"
23.5,33.5,39,"1 X 1 Unit","Standard"
23.5,35.5,40,"1 X 1 Unit","Standard"
23.5,37.5,29,"1 X 1 Unit","Standard"
23.5,39.5,27,"1 X 1 Unit","Standard"
23.5,41.5,41,"1 X 1 Unit","Standard"
23.5,43.5,42,"1 X 1 Unit","Standard"
23.5,45.5,40,"1 X 1 Unit","Standard"
23.5,47.5,37,"1 X 1 Unit","Standard"
23.5,49.5,47,"1 X 1 Unit","Standard"
23.5,51.5,38,"1 X 1 Unit","Standard"
23.5,53.5,31,"1 X 1 Unit","Standard"
23.5,55.5,47,"1 X 1 Unit","Standard"
23.5,57.5,39,"1 X 1 Unit","Standard"
23.5,59.5,37,"1 X 1 Unit","Standard"
23.5,61.5,39,"1 X 1 Unit","Standard"
23.5,63.5,47,"1 X 1 Unit","Standard"
23.5,65.5,34,"1 X 1 Unit","Standard"
23.5,67.5,39,"1 X 1 Unit","Standard"
23.5,69.5,42,"1 X 1 Unit","Standard"
23.5,71.5,38,"1 X 1 Unit","Standard"
23.5,73.5,45,"1 X 1 Unit","Standard"
23.5,75.5,37,"1 X 1 Unit","Standard"
23.5,77.5,38,"1 X 1 Unit","Standard"
23.5,79.5,36,"1 X 1 Unit","Standard"
23.5,81.5,37,"1 X 1 Unit","Standard"
23.5,83.5,32,"1 X 1 Unit","Standard"
23.5,85.5,22,"1 X 1 Unit","Standard"
23.5,87.5,29,"1 X 1 Unit","Standard"
23.5,89.5,41,"1 X 1 Unit","Standard"
23.5,91.5,32,"1 X 1 Unit","Standard"
23.5,93.5,39,"1 X 1 Unit","Standard"
23.5,95.5,40,"1 X 1 Unit","Standard"
23.5,97.5,33,"1 X 1 Unit","Standard"
23.5,99.5,16,"1 X 1 Unit","Standard"
25.5,0.5,17,"1 X 1 Unit","Standard"
25.5,1.5,44,"1 X 1 Unit","Standard"
25.5,3.5,47,"1 X 1 Unit","Standard"
25.5,5.5,31,"1 X 1 Unit","Standard"
25.5,7.5,35,"1 X 1 Unit","Standard"
25.5,9.5,36,"1 X 1 Unit","Standard"
25.5,11.5,36,"1 X 1 Unit","Standard"
25.5,13.5,42,"1 X 1 Unit","Standard"
25.5,15.5,33,"1 X 1 Unit","Standard"
25.5,17.5,36,"1 X 1 Unit","Standard"
25.5,19.5,34,"1 X 1 Unit","Standard"
25.5,21.5,31,"1 X 1 Unit","Standard"
25.5,23.5,40,"1 X 1 Unit","Standard"
25.5,25.5,45,"1 X 1 Unit","Standard"
25.5,27.5,43,"1 X 1 Unit","Standard"
25.5,29.5,42,"1 X 1 Unit","Standard"
25.5,31.5,36,"1 X 1 Unit","Standard"
25.5,33.5,32,"1 X 1 Unit","Standard"
25.5,35.5,31,"1 X 1 Unit","Standard"
25.5,37.5,32,"1 X 1 Unit","Standard"
25.5,39.5,41,"1 X 1 Unit","Standard"
25.5,41.5,37,"1 X 1 Unit","Standard"
25.5,43.5,36,"1 X 1 Unit","Standard"
25.5,45.5,41,"1 X 1 Unit","Standard"
25.5,47.5,44,"1 X 1 Unit","Standard"
25.5,49.5,34,"1 X 1 Unit","Standard"
25.5,51.5,31,"1 X 1 Unit","Standard"
25.5,53.5,49,"1 X 1 Unit","Standard"
25.5,55.5,46,"1 X 1 Unit","Standard"
25.5,57.5,37,"1 X 1 Unit","Standard"
25.5,59.5,42,"1 X 1 Unit","Standard"
25.5,61.5,42,"1 X 1 Unit","Standard"
25.5,63.5,38,"1 X 1 Unit","Standard"
25.5,65.5,36,"1 X 1 Unit","Standard"
25.5,67.5,38,"1 X 1 Unit","Standard"
25.5,69.5,43,"1 X 1 Unit","Standard"
25.5,71.5,42,"1 X 1 Unit","Standard"
25.5,73.5,31,"1 X 1 Unit","Standard"
25.5,75.5,43,"1 X 1 Unit","Standard"
25.5,77.5,49,"1 X 1 Unit","Standard"
25.5,79.5,43,"1 X 1 Unit","Standard"
25.5,81.5,41,"1 X 1 Unit","Standard"
25.5,83.5,42,"1 X 1 Unit","Standard"
25.5,85.5,35,"1 X 1 Unit","Standard"
25.5,87.5,29,"1 X 1 Unit","Standard"
25.5,89.5,44,"1 X 1 Unit","Standard"
25.5,91.5,41,"1 X 1 Unit","Standard"
25.5,93.5,44,"1 X 1 Unit","Standard"
25.5,95.5,45,"1 X 1 Unit","Standard"
25.5,97.5,32,"1 X 1 Unit","Standard"
25.5,99.5,21,"1 X 1 Unit","Standard"
27.5,0.5,27,"1 X 1 Unit","Standard"
27.5,1.5,32,"1 X 1 Unit","Standard"
27.5,3.5,27,"1 X 1 Unit","Standard"
27.5,5.5,37,"1 X 1 Unit","Standard"
27.5,7.5,34,"1 X 1 Unit","Standard"
27.5,9.5,45,"1 X 1 Unit","Standard"
27.5,11.5,43,"1 X 1 Unit","Standard"
27.5,13.5,49,"1 X 1 Unit","Standard"
27.5,15.5,34,"1 X 1 Unit","Standard"
27.5,17.5,48,"1 X 1 Unit","Standard"
27.5,19.5,45,"1 X 1 Unit","Standard"
27.5,21.5,47,"1 X 1 Unit","Standard"
27.5,23.5,45,"1 X 1 Unit","Standard"
27.5,25.5,40,"1 X 1 Unit","Standard"
27.5,27.5,49,"1 X 1 Unit","Standard"
27.5,29.5,35,"1 X 1 Unit","Standard"
27.5,31.5,46,"1 X 1 Unit","Standard"
27.5,33.5,43,"1 X 1 Unit","Standard"
27.5,35.5,28,"1 X 1 Unit","Standard"
27.5,37.5,33,"1 X 1 Unit","Standard"
27.5,39.5,44,"1 X 1 Unit","Standard"
27.5,41.5,49,"1 X 1 Unit","Standard"
27.5,43.5,53,"1 X 1 Unit","Standard"
27.5,45.5,42,"1 X 1 Unit","Standard"
27.5,47.5,41,"1 X 1 Unit","Standard"
27.5,49.5,39,"1 X 1 Unit","Standard"
27.5,51.5,33,"1 X 1 Unit","Standard"
27.5,53.5,45,"1 X 1 Unit","Standard"
27.5,55.5,52,"1 X 1 Unit","Standard"
27.5,57.5,41,"1 X 1 Unit","Standard"
27.5,59.5,41,"1 X 1 Unit","Standard"
27.5,61.5,37,"1 X 1 Unit","Standard"
27.5,63.5,41,"1 X 1 Unit","Standard"
27.5,65.5,40,"1 X 1 Unit","Standard"
27.5,67.5,31,"1 X 1 Unit","Standard"
27.5,69.5,29,"1 X 1 Unit","Standard"
27.5,71.5,37,"1 X 1 Unit","Standard"
27.5,73.5,48,"1 X 1 Unit","Standard"
27.5,75.5,35,"1 X 1 Unit","Standard"
27.5,77.5,42,"1 X 1 Unit","Standard"
27.5,79.5,39,"1 X 1 Unit","Standard"
27.5,81.5,33,"1 X 1 Unit","Standard"
27.5,83.5,44,"1 X 1 Unit","Standard"
27.5,85.5,35,"1 X 1 Unit","Standard"
27.5,87.5,37,"1 X 1 Unit","Standard"
27.5,89.5,28,"1 X 1 Unit","Standard"
27.5,91.5,43,"1 X 1 Unit","Standard"
27.5,93.5,37,"1 X 1 Unit","Standard"
27.5,95.5,41,"1 X 1 Unit","Standard"
27.5,97.5,30,"1 X 1 Unit","Standard"
27.5,99.5,18,"1 X 1 Unit","Standard"
29.5,0.5,20,"1 X 1 Unit","Standard"
29.5,1.5,41,"1 X 1 Unit","Standard"
29.5,3.5,35,"1 X 1 Unit","Standard"
29.5,5.5,38,"1 X 1 Unit","Standard"
29.5,7.5,36,"1 X 1 Unit","Standard"
29.5,9.5,42,"1 X 1 Unit","Standard"
29.5,11.5,29,"1 X 1 Unit","Standard"
29.5,13.5,50,"1 X 1 Unit","Standard"
29.5,15.5,41,"1 X 1 Unit","Standard"
29.5,17.5,44,"1 X 1 Unit","Standard"
29.5,19.5,48,"1 X 1 Unit","Standard"
29.5,21.5,38,"1 X 1 Unit","Standard"
29.5,23.5,39,"1 X 1 Unit","Standard"
29.5,25.5,52,"1 X 1 Unit","Standard"
29.5,27.5,40,"1 X 1 Unit","Standard"
29.5,29.5,40,"1 X 1 Unit","Standard"
29.5,31.5,30,"1 X 1 Unit","Standard"
29.5,33.5,43,"1 X 1 Unit","Standard"
29.5,35.5,40,"1 X 1 Unit","Standard"
29.5,37.5,26,"1 X 1 Unit","Standard"
29.5,39.5,45,"1 X 1 Unit","Standard"
29.5,41.5,38,"1 X 1 Unit","Standard"
29.5,43.5,39,"1 X 1 Unit","Standard"
29.5,45.5,41,"1 X 1 Unit","Standard"
29.5,47.5,33,"1 X 1 Unit","Standard"
29.5,49.5,29,"1 X 1 Unit","Standard"
29.5,51.5,38,"1 X 1 Unit","Standard"
29.5,53.5,30,"1 X 1 Unit","Standard"
29.5,55.5,42,"1 X 1 Unit","Standard"
29.5,57.5,47,"1 X 1 Unit","Standard"
29.5,59.5,39,"1 X 1 Unit","Standard"
29.5,61.5,35,"1 X 1 Unit","Standard"
29.5,63.5,34,"1 X 1 Unit","Standard"
29.5,65.5,53,"1 X 1 Unit","Standard"
29.5,67.5,43,"1 X 1 Unit","Standard"
29.5,69.5,33,"1 X 1 Unit","Standard"
29.5,71.5,50,"1 X 1 Unit","Standard"
29.5,73.5,47,"1 X 1 Unit","Standard"
29.5,75.5,46,"1 X 1 Unit","Standard"
29.5,77.5,37,"1 X 1 Unit","Standard"
29.5,79.5,32,"1 X 1 Unit","Standard"
29.5,81.5,31,"1 X 1 Unit","Standard"
29.5,83.5,32,"1 X 1 Unit","Standard"
29.5,85.5,44,"1 X 1 Unit","Standard"
29.5,87.5,36,"1 X 1 Unit","Standard"
29.5,89.5,34,"1 X 1 Unit","Standard"
29.5,91.5,45,"1 X 1 Unit","Standard"
29.5,93.5,41,"1 X 1 Unit","Standard"
29.5,95.5,42,"1 X 1 Unit","Standard"
29.5,97.5,35,"1 X 1 Unit","Standard"
29.5,99.5,23,"1 X 1 Unit","Standard"
31.5,0.5,26,"1 X 1 Unit","Standard"
31.5,1.5,46,"1 X 1 Unit","Standard"
31.5,3.5,40,"1 X 1 Unit","Standard"
31.5,5.5,35,"1 X 1 Unit","Standard"
31.5,7.5,38,"1 X 1 Unit","Standard"
31.5,9.5,35,"1 X 1 Unit","Standard"
31.5,11.5,53,"1 X 1 Unit","Standard"
31.5,13.5,34,"1 X 1 Unit","Standard"
31.5,15.5,40,"1 X 1 Unit","Standard"
31.5,17.5,47,"1 X 1 Unit","Standard"
31.5,19.5,39,"1 X 1 Unit","Standard"
31.5,21.5,43,"1 X 1 Unit","Standard"
31.5,23.5,45,"1 X 1 Unit","Standard"
31.5,25.5,41,"1 X 1 Unit","Standard"
31.5,27.5,54,"1 X 1 Unit","Standard"
31.5,29.5,42,"1 X 1 Unit","Standard"
31.5,31.5,43,"1 X 1 Unit","Standard"
31.5,33.5,31,"1 X 1 Unit","Standard"
31.5,35.5,47,"1 X 1 Unit","Standard"
31.5,37.5,34,"1 X 1 Unit","Standard"
31.5,39.5,37,"1 X 1 Unit","Standard"
31.5,41.5,49,"1 X 1 Unit","Standard"
31.5,43.5,31,"1 X 1 Unit","Standard"
31.5,45.5,30,"1 X 1 Unit","Standard"
31.5,47.5,33,"1 X 1 Unit","Standard"
31.5,49.5,41,"1 X 1 Unit","Standard"
31.5,51.5,41,"1 X 1 Unit","Standard"
31.5,53.5,40,"1 X 1 Unit","Standard"
31.5,55.5,33,"1 X 1 Unit","Standard"
31.5,57.5,43,"1 X 1 Unit","Standard"
31.5,59.5,45,"1 X 1 Unit","Standard"
31.5,61.5,34,"1 X 1 Unit","Standard"
31.5,63.5,39,"1 X 1 Unit","Standard"
31.5,65.5,33,"1 X 1 Unit","Standard"
31.5,67.5,35,"1 X 1 Unit","Standard"
31.5,69.5,38,"1 X 1 Unit","Standard"
31.5,71.5,49,"1 X 1 Unit","Standard"
31.5,73.5,37,"1 X 1 Unit","Standard"
31.5,75.5,39,"1 X 1 Unit","Standard"
31.5,77.5,49,"1 X 1 Unit","Standard"
31.5,79.5,38,"1 X 1 Unit","Standard"
31.5,81.5,46,"1 X 1 Unit","Standard"
31.5,83.5,32,"1 X 1 Unit","Standard"
31.5,85.5,38,"1 X 1 Unit","Standard"
31.5,87.5,47,"1 X 1 Unit","Standard"
31.5,89.5,49,"1 X 1 Unit","Standard"
31.5,91.5,46,"1 X 1 Unit","Standard"
31.5,93.5,55,"1 X 1 Unit","Standard"
31.5,95.5,47,"1 X 1 Unit","Standard"
31.5,97.5,31,"1 X 1 Unit","Standard"
31.5,99.5,15,"1 X 1 Unit","Standard"
33.5,0.5,15,"1 X 1 Unit","Standard"
33.5,1.5,49,"1 X 1 Unit","Standard"
33.5,3.5,45,"1 X 1 Unit","Standard"
33.5,5.5,36,"1 X 1 Unit","Standard"
33.5,7.5,37,"1 X 1 Unit","Standard"
33.5,9.5,40,"1 X 1 Unit","Standard"
33.5,11.5,43,"1 X 1 Unit","Standard"
33.5,13.5,36,"1 X 1 Unit","Standard"
33.5,15.5,50,"1 X 1 Unit","Standard"
33.5,17.5,54,"1 X 1 Unit","Standard"
33.5,19.5,37,"1 X 1 Unit","Standard"
33.5,21.5,47,"1 X 1 Unit","Standard"
33.5,23.5,40,"1 X 1 Unit","Standard"
33.5,25.5,47,"1 X 1 Unit","Standard"
33.5,27.5,44,"1 X 1 Unit","Standard"
33.5,29.5,44,"1 X 1 Unit","Standard"
33.5,31.5,29,"1 X 1 Unit","Standard"
33.5,33.5,33,"1 X 1 Unit","Standard"
33.5,35.5,43,"1 X 1 Unit","Standard"
33.5,37.5,42,"1 X 1 Unit","Standard"
33.5,39.5,34,"1 X 1 Unit","Standard"
33.5,41.5,48,"1 X 1 Unit","Standard"
33.5,43.5,44,"1 X 1 Unit","Standard"
33.5,45.5,40,"1 X 1 Unit","Standard"
33.5,47.5,38,"1 X 1 Unit","Standard"
33.5,49.5,30,"1 X 1 Unit","Standard"
33.5,51.5,41,"1 X 1 Unit","Standard"
33.5,53.5,45,"1 X 1 Unit","Standard"
33.5,55.5,37,"1 X 1 Unit","Standard"
33.5,57.5,40,"1 X 1 Unit","Standard"
33.5,59.5,30,"1 X 1 Unit","Standard"
33.5,61.5,38,"1 X 1 Unit","Standard"
33.5,63.5,42,"1 X 1 Unit","Standard"
33.5,65.5,36,"1 X 1 Unit","Standard"
33.5,67.5,42,"1 X 1 Unit","Standard"
33.5,69.5,34,"1 X 1 Unit","Standard"
33.5,71.5,41,"1 X 1 Unit","Standard"
33.5,73.5,30,"1 X 1 Unit","Standard"
33.5,75.5,45,"1 X 1 Unit","Standard"
33.5,77.5,42,"1 X 1 Unit","Standard"
33.5,79.5,32,"1 X 1 Unit","Standard"
33.5,81.5,42,"1 X 1 Unit","Standard"
33.5,83.5,39,"1 X 1 Unit","Standard"
33.5,85.5,32,"1 X 1 Unit","Standard"
33.5,87.5,46,"1 X 1 Unit","Standard"
33.5,89.5,48,"1 X 1 Unit","Standard"
33.5,91.5,52,"1 X 1 Unit","Standard"
33.5,93.5,46,"1 X 1 Unit","Standard"
33.5,95.5,35,"1 X 1 Unit","Standard"
33.5,97.5,35,"1 X 1 Unit","Standard"
33.5,99.5,16,"1 X 1 Unit","Standard"
35.5,0.5,19,"1 X 1 Unit","Standard"
35.5,1.5,43,"1 X 1 Unit","Standard"
35.5,3.5,42,"1 X 1 Unit","Standard"
35.5,5.5,35,"1 X 1 Unit","Standard"
35.5,7.5,26,"1 X 1 Unit","Standard"
35.5,9.5,43,"1 X 1 Unit","Standard"
35.5,11.5,39,"1 X 1 Unit","Standard"
35.5,13.5,36,"1 X 1 Unit","Standard"
35.5,15.5,45,"1 X 1 Unit","Standard"
35.5,17.5,51,"1 X 1 Unit","Standard"
35.5,19.5,37,"1 X 1 Unit","Standard"
35.5,21.5,35,"1 X 1 Unit","Standard"
35.5,23.5,36,"1 X 1 Unit","Standard"
35.5,25.5,42,"1 X 1 Unit","Standard"
35.5,27.5,45,"1 X 1 Unit","Standard"
35.5,29.5,48,"1 X 1 Unit","Standard"
35.5,31.5,40,"1 X 1 Unit","Standard"
35.5,33.5,55,"1 X 1 Unit","Standard"
35.5,35.5,26,"1 X 1 Unit","Standard"
35.5,37.5,37,"1 X 1 Unit","Standard"
35.5,39.5,59,"1 X 1 Unit","Standard"
35.5,41.5,40,"1 X 1 Unit","Standard"
35.5,43.5,39,"1 X 1 Unit","Standard"
35.5,45.5,40,"1 X 1 Unit","Standard"
35.5,47.5,29,"1 X 1 Unit","Standard"
35.5,49.5,46,"1 X 1 Unit","Standard"
35.5,51.5,45,"1 X 1 Unit","Standard"
35.5,53.5,56,"1 X 1 Unit","Standard"
35.5,55.5,59,"1 X 1 Unit","Standard"
35.5,57.5,38,"1 X 1 Unit","Standard"
35.5,59.5,40,"1 X 1 Unit","Standard"
35.5,61.5,45,"1 X 1 Unit","Standard"
35.5,63.5,43,"1 X 1 Unit","Standard"
35.5,65.5,40,"1 X 1 Unit","Standard"
35.5,67.5,40,"1 X 1 Unit","Standard"
35.5,69.5,43,"1 X 1 Unit","Standard"
35.5,71.5,37,"1 X 1 Unit","Standard"
35.5,73.5,38,"1 X 1 Unit","Standard"
35.5,75.5,40,"1 X 1 Unit","Standard"
35.5,77.5,46,"1 X 1 Unit","Standard"
35.5,79.5,46,"1 X 1 Unit","Standard"
35.5,81.5,47,"1 X 1 Unit","Standard"
35.5,83.5,46,"1 X 1 Unit","Standard"
35.5,85.5,41,"1 X 1 Unit","Standard"
35.5,87.5,37,"1 X 1 Unit","Standard"
35.5,89.5,46,"1 X 1 Unit","Standard"
35.5,91.5,34,"1 X 1 Unit","Standard"
35.5,93.5,43,"1 X 1 Unit","Standard"
35.5,95.5,43,"1 X 1 Unit","Standard"
35.5,97.5,56,"1 X 1 Unit","Standard"
35.5,99.5,16,"1 X 1 Unit","Standard"
37.5,0.5,26,"1 X 1 Unit","Standard"
37.5,1.5,31,"1 X 1 Unit","Standard"
37.5,3.5,56,"1 X 1 Unit","Standard"
37.5,5.5,42,"1 X 1 Unit","Standard"
37.5,7.5,25,"1 X 1 Unit","Standard"
37.5,9.5,43,"1 X 1 Unit","Standard"
37.5,11.5,35,"1 X 1 Unit","Standard"
37.5,13.5,44,"1 X 1 Unit","Standard"
37.5,15.5,32,"1 X 1 Unit","Standard"
37.5,17.5,34,"1 X 1 Unit","Standard"
37.5,19.5,39,"1 X 1 Unit","Standard"
37.5,21.5,34,"1 X 1 Unit","Standard"
37.5,23.5,42,"1 X 1 Unit","Standard"
37.5,25.5,35,"1 X 1 Unit","Standard"
37.5,27.5,48,"1 X 1 Unit","Standard"
37.5,29.5,32,"1 X 1 Unit","Standard"
37.5,31.5,30,"1 X 1 Unit","Standard"
37.5,33.5,41,"1 X 1 Unit","Standard"
37.5,35.5,40,"1 X 1 Unit","Standard"
37.5,37.5,44,"1 X 1 Unit","Standard"
37.5,39.5,48,"1 X 1 Unit","Standard"
37.5,41.5,38,"1 X 1 Unit","Standard"
37.5,43.5,34,"1 X 1 Unit","Standard"
37.5,45.5,39,"1 X 1 Unit","Standard"
37.5,47.5,35,"1 X 1 Unit","Standard"
37.5,49.5,47,"1 X 1 Unit","Standard"
37.5,51.5,31,"1 X 1 Unit","Standard"
37.5,53.5,49,"1 X 1 Unit","Standard"
37.5,55.5,31,"1 X 1 Unit","Standard"
37.5,57.5,38,"1 X 1 Unit","Standard"
37.5,59.5,51,"1 X 1 Unit","Standard"
37.5,61.5,46,"1 X 1 Unit","Standard"
37.5,63.5,32,"1 X 1 Unit","Standard"
37.5,65.5,34,"1 X 1 Unit","Standard"
37.5,67.5,36,"1 X 1 Unit","Standard"
37.5,69.5,35,"1 X 1 Unit","Standard"
37.5,71.5,34,"1 X 1 Unit","Standard"
37.5,73.5,41,"1 X 1 Unit","Standard"
37.5,75.5,42,"1 X 1 Unit","Standard"
37.5,77.5,48,"1 X 1 Unit","Standard"
37.5,79.5,39,"1 X 1 Unit","Standard"
37.5,81.5,41,"1 X 1 Unit","Standard"
37.5,83.5,38,"1 X 1 Unit","Standard"
37.5,85.5,32,"1 X 1 Unit","Standard"
37.5,87.5,40,"1 X 1 Unit","Standard"
37.5,89.5,43,"1 X 1 Unit","Standard"
37.5,91.5,41,"1 X 1 Unit","Standard"
37.5,93.5,38,"1 X 1 Unit","Standard"
37.5,95.5,54,"1 X 1 Unit","Standard"
37.5,97.5,41,"1 X 1 Unit","Standard"
37.5,99.5,29,"1 X 1 Unit","Standard"
39.5,0.5,15,"1 X 1 Unit","Standard"
39.5,1.5,41,"1 X 1 Unit","Standard"
39.5,3.5,45,"1 X 1 Unit","Standard"
39.5,5.5,36,"1 X 1 Unit","Standard"
39.5,7.5,48,"1 X 1 Unit","Standard"
39.5,9.5,39,"1 X 1 Unit","Standard"
39.5,11.5,42,"1 X 1 Unit","Standard"
39.5,13.5,40,"1 X 1 Unit","Standard"
39.5,15.5,49,"1 X 1 Unit","Standard"
39.5,17.5,28,"1 X 1 Unit","Standard"
39.5,19.5,43,"1 X 1 Unit","Standard"
39.5,21.5,32,"1 X 1 Unit","Standard"
39.5,23.5,38,"1 X 1 Unit","Standard"
39.5,25.5,37,"1 X 1 Unit","Standard"
39.5,27.5,43,"1 X 1 Unit","Standard"
39.5,29.5,46,"1 X 1 Unit","Standard"
39.5,31.5,41,"1 X 1 Unit","Standard"
39.5,33.5,43,"1 X 1 Unit","Standard"
39.5,35.5,43,"1 X 1 Unit","Standard"
39.5,37.5,32,"1 X 1 Unit","Standard"
39.5,39.5,41,"1 X 1 Unit","Standard"
39.5,41.5,35,"1 X 1 Unit","Standard"
39.5,43.5,42,"1 X 1 Unit","Standard"
39.5,45.5,42,"1 X 1 Unit","Standard"
39.5,47.5,34,"1 X 1 Unit","Standard"
39.5,49.5,46,"1 X 1 Unit","Standard"
39.5,51.5,35,"1 X 1 Unit","Standard"
39.5,53.5,40,"1 X 1 Unit","Standard"
39.5,55.5,40,"1 X 1 Unit","Standard"
39.5,57.5,44,"1 X 1 Unit","Standard"
39.5,59.5,36,"1 X 1 Unit","Standard"
39.5,61.5,30,"1 X 1 Unit","Standard"
39.5,63.5,34,"1 X 1 Unit","Standard"
39.5,65.5,42,"1 X 1 Unit","Standard"
39.5,67.5,44,"1 X 1 Unit","Standard"
39.5,69.5,41,"1 X 1 Unit","Standard"
39.5,71.5,35,"1 X 1 Unit","Standard"
39.5,73.5,34,"1 X 1 Unit","Standard"
39.5,75.5,40,"1 X 1 Unit","Standard"
39.5,77.5,32,"1 X 1 Unit","Standard"
39.5,79.5,52,"1 X 1 Unit","Standard"
39.5,81.5,43,"1 X 1 Unit","Standard"
39.5,83.5,38,"1 X 1 Unit","Standard"
39.5,85.5,28,"1 X 1 Unit","Standard"
39.5,87.5,39,"1 X 1 Unit","Standard"
39.5,89.5,38,"1 X 1 Unit","Standard"
39.5,91.5,32,"1 X 1 Unit","Standard"
39.5,93.5,27,"1 X 1 Unit","Standard"
39.5,95.5,38,"1 X 1 Unit","Standard"
39.5,97.5,45,"1 X 1 Unit","Standard"
39.5,99.5,26,"1 X 1 Unit","Standard"
41.5,0.5,16,"1 X 1 Unit","Standard"
41.5,1.5,32,"1 X 1 Unit","Standard"
